% normalize=-1
% resample=no
% samplerate=44100
% version=0.64
% yaafedefinition=MFCC blockSize=512 stepSize=256
2.43556773e+00,6.21166827e-01,2.78821108e-01,1.45664415e-01,1.03032344e-01,1.67509820e-01,1.86878672e-01,3.28754766e-02,4.55191923e-02,1.23120392e-01,1.63355191e-01,1.81844545e-01,8.29962136e-02
8.13400566e-01,7.09561125e-01,1.49580937e-02,7.15127351e-01,6.99896353e-01,6.29778867e-01,3.89469925e-01,3.52388865e-01,3.87122640e-01,2.86950895e-01,-3.01713722e-01,5.63532196e-02,2.04979101e-01
9.74315636e-01,8.65951799e-01,7.48008431e-01,4.85618835e-01,3.47445530e-01,1.64663010e-01,3.52905517e-01,4.74219035e-01,1.30985071e-01,-9.52905881e-02,4.49965536e-02,-6.53259376e-02,2.51622457e-02
8.60531940e-01,8.35488291e-01,2.48364842e-01,-1.67473446e-01,-8.48914607e-02,-1.65448348e-01,8.80009206e-02,1.47274973e-01,3.17885136e-02,1.02141773e-01,7.15252362e-02,2.51258674e-01,2.97138783e-01
7.51748677e-01,7.74159175e-01,1.03388433e+00,1.12933161e+00,8.35125910e-01,7.24411000e-01,2.64747442e-01,-6.25314023e-02,1.75836980e-01,-6.11342092e-02,-1.65421833e-01,2.10071951e-02,-1.21122418e-01
1.16275493e+00,3.24842589e-01,1.43978284e-01,4.56711843e-01,1.55431270e-01,-2.37923031e-02,8.65183753e-02,7.02178814e-02,-1.38508229e-01,-4.03194180e-02,5.00315427e-01,9.87961704e-02,-1.49975651e-01
9.87622774e-01,8.38819644e-01,6.56108543e-01,2.23662689e-01,1.91407718e-01,1.80553886e-01,2.15220816e-01,2.19259878e-01,-5.59842477e-02,-3.08751913e-01,-3.97298596e-01,2.43598606e-02,-1.52223258e-01
1.55904945e-01,1.80793104e-01,6.29049770e-01,3.14841705e-01,1.34828723e-01,-1.20764618e-01,9.84660564e-02,5.14119864e-01,2.82091219e-01,1.19287384e-01,-5.13725892e-02,2.86233923e-02,-7.08079124e-02
9.64389766e-01,9.99016737e-01,4.36389541e-01,3.04292959e-01,-2.29496096e-01,-1.90671153e-01,5.07600145e-02,1.16868844e-01,1.78649818e-01,4.59021469e-02,5.31464883e-02,1.05155782e-01,-1.52987693e-01
6.33227257e-01,7.86945111e-01,5.48795625e-01,5.74193385e-01,4.65748765e-01,3.11920388e-01,1.04413824e-01,4.09962567e-01,2.23888252e-01,1.07425455e-01,6.66376651e-02,2.12391339e-01,-1.25405846e-01
1.15861432e+00,7.13687471e-01,5.04499988e-01,3.69597610e-01,3.10200194e-01,1.46200939e-01,2.58770687e-01,2.78881898e-01,2.30131399e-01,-4.52090246e-01,1.07750688e-01,2.33620116e-01,4.54493992e-02
1.20980161e+00,7.61188577e-01,5.53518333e-01,5.88130778e-01,2.39772683e-01,3.95062538e-01,1.62734346e-01,1.41697975e-02,-9.57498516e-03,-8.77971605e-02,5.62169244e-02,8.01576907e-03,2.22394763e-01
1.09959808e+00,9.24190708e-01,8.26695976e-01,5.73384067e-01,4.20080569e-01,6.11337181e-01,3.66671148e-01,3.37398891e-01,6.43154850e-03,-3.48463996e-01,-4.52354463e-02,1.94281681e-02,3.10627377e-01
1.46142542e+00,1.04178227e+00,7.28003914e-01,9.02299555e-01,8.62710013e-01,3.89275982e-01,-3.90952249e-01,-3.41385775e-01,5.86763182e-02,-1.23660693e-01,4.69398211e-03,4.31164129e-01,1.11115056e-01
1.14626257e+00,4.87623221e-01,7.25538946e-01,3.54416292e-01,-1.28820346e-01,-1.84194931e-01,-4.37921509e-01,3.89027397e-01,2.38314761e-01,1.32868644e-01,-2.24233273e-01,-1.82442104e-01,1.78009093e-01
1.13055886e+00,1.04752120e+00,9.34602827e-01,1.70270366e-01,2.78808450e-01,1.22284142e-01,-8.53878377e-02,1.31495383e-01,4.69754060e-01,6.06455251e-02,-3.77555003e-02,-3.77819894e-01,4.29778493e-01
1.07312277e+00,4.62183951e-01,5.08116306e-01,8.76717223e-01,4.79619148e-02,1.47935842e-01,8.81999150e-02,1.22237510e-01,2.92585453e-01,6.16785714e-01,2.76352641e-01,8.47987713e-03,-2.77016865e-01
1.03292356e+00,6.99018608e-01,5.45691130e-01,2.11941182e-01,1.68668227e-01,9.90950094e-02,1.81129431e-01,6.14765259e-01,2.24170918e-01,-2.15925547e-01,2.85773917e-01,2.83649189e-01,1.59079549e-01
1.27208678e+00,6.38104303e-01,6.13843077e-01,2.95871913e-01,1.58718115e-03,2.44637110e-02,1.83377743e-01,5.98134591e-01,6.99202580e-01,-1.86845017e-02,-5.02929913e-02,7.23290459e-02,7.34498308e-02
1.02746846e+00,4.58431078e-01,4.71409532e-01,4.98224292e-01,5.00517733e-01,1.02595844e+00,4.05751009e-01,3.56914763e-01,2.04670866e-01,9.74650720e-02,3.12045412e-01,4.13941487e-01,2.42388641e-01
1.33037442e+00,-1.77047391e-02,3.46581119e-01,-7.06981863e-02,-2.77272511e-01,-8.75824351e-02,3.31928544e-01,4.13918153e-01,2.95922181e-01,2.20961750e-01,-1.51152006e-01,1.45446948e-01,-3.33288599e-02
1.37049887e+00,4.99176468e-01,2.71766535e-01,7.99409906e-01,4.67382946e-01,3.15770410e-01,5.99951791e-01,-2.44297493e-01,1.35816747e-02,1.55750739e-02,1.37421400e-02,6.95910245e-01,3.86999898e-01
1.27179965e+00,9.38554324e-01,6.42863720e-01,4.30146201e-01,1.56453269e-01,-9.27826562e-02,6.33982827e-02,4.01198097e-01,1.00337541e-01,2.38011098e-01,-1.42110414e-02,-1.33609564e-01,6.92598436e-02
1.09165286e+00,9.14192161e-01,6.52540867e-01,8.95186790e-01,5.48752292e-02,-5.06585566e-03,3.25921400e-01,4.32798711e-01,2.23747430e-01,-2.05841554e-01,-3.18315685e-01,-1.87929848e-01,2.88606666e-01
8.31406247e-01,4.23165607e-01,6.16551996e-01,2.19167783e-01,4.93068223e-01,4.02336561e-01,5.59521744e-01,5.78956750e-01,-3.77868724e-02,-3.43915359e-01,-2.78726642e-01,1.84582491e-01,-5.10964724e-02
7.37154094e-01,4.42380760e-01,8.61074232e-01,2.38075091e-01,1.69443838e-01,2.29541233e-01,-3.71308940e-01,-2.20094258e-02,5.33725405e-02,1.67386015e-01,6.92075349e-02,2.49503628e-01,2.38178561e-01
1.39529763e+00,7.54105688e-01,2.16867328e-01,7.73362788e-01,7.28691647e-01,5.05473250e-01,1.05423269e-01,3.09843483e-02,3.48215193e-03,-3.21179419e-03,3.38217527e-01,2.76610620e-01,1.20727419e-01
1.04760526e+00,3.76455970e-01,8.74137374e-01,-1.25834839e-01,-3.66152109e-02,-7.56758338e-02,2.17440190e-01,3.79728014e-01,6.21521562e-01,-9.66234382e-02,-1.39361475e-01,-1.14980734e-01,-5.03291487e-02
1.63101472e+00,7.42688006e-01,5.36036018e-01,-2.12659488e-01,3.72657207e-01,4.93543916e-02,1.50763238e-01,1.12199469e-01,1.28602703e-01,-1.17234160e-01,9.42226131e-02,4.62442677e-01,-1.26476415e-01
7.94361201e-01,2.09584390e-01,5.61805833e-01,1.04495370e+00,8.10177958e-01,4.85349799e-01,1.16218654e-01,6.41531053e-02,-7.06314031e-02,2.50205591e-01,2.67019162e-01,3.15722039e-01,-2.96895376e-01
1.52089971e+00,9.74742639e-01,1.35871769e+00,3.96049345e-01,1.13143598e-01,5.39522296e-03,-3.03319562e-02,4.56298674e-03,-1.82471815e-02,-1.32201346e-01,1.32292317e-01,8.97175566e-02,4.71610246e-02
1.20617227e+00,8.91216130e-01,7.75410300e-01,1.53945091e-01,-2.39055154e-02,-7.71606219e-02,1.45564549e-01,1.20929468e-01,3.40057492e-01,-2.04475804e-01,-3.16697250e-01,2.99783310e-01,-2.30323797e-01
6.71167258e-01,4.41474003e-01,6.45069961e-01,4.25417858e-01,4.43511005e-01,5.72738635e-01,5.88485624e-01,5.86420779e-01,2.11635790e-02,3.13283676e-01,1.01905241e-01,-2.29033883e-01,3.78091063e-02
